tanggal,IDKAB2,nama_kab,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal
3/25/2021,3206,KAB. TASIKMALAYA,1662,1432,47,16,0,0
3/25/2021,3208,KAB. KUNINGAN,3590,3256,15,3,0,0
3/25/2021,3211,KAB. SUMEDANG,1916,1634,34,0,0,0
3/25/2021,3213,KAB. SUBANG,2294,1383,11,33,0,0
3/25/2021,3214,KAB. PURWAKARTA,2835,2640,63,4,10,0
3/25/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
3/25/2021,3271,KOTA BOGOR,6778,6531,150,4,3,0
3/25/2021,3272,KOTA SUKABUMI,2551,2358,40,12,7,0
3/25/2021,3274,KOTA CIREBON,2516,2012,27,93,0,0
3/25/2021,3278,KOTA TASIKMALAYA,4299,3743,70,5,0,0
3/25/2021,3279,KOTA BANJAR,696,585,16,0,0,0
3/26/2021,0,BELUM TERIDENTIFIKASI,76452,66888,590,186,524,1
3/26/2021,3201,KAB. BOGOR,7428,6006,79,174,0,0
3/26/2021,3204,KAB. BANDUNG,7802,7487,44,0,14,0
3/26/2021,3207,KAB. CIAMIS,2477,2060,76,6,5,0
3/26/2021,3209,KAB. CIREBON,5426,4890,161,36,21,0
3/26/2021,3210,KAB. MAJALENGKA,1910,1659,41,9,4,0
3/26/2021,3212,KAB. INDRAMAYU,4388,3311,95,52,119,0
3/26/2021,3215,KAB. KARAWANG,12809,10533,286,49,161,0
3/26/2021,3216,KAB. BEKASI,12891,11305,44,0,102,0
3/26/2021,3217,KAB. BANDUNG BARAT,3823,3245,45,0,1,0
3/26/2021,3273,KOTA BANDUNG,11967,10825,85,45,74,0
3/26/2021,3275,KOTA BEKASI,19494,18826,212,9,34,0
3/26/2021,3276,KOTA DEPOK,32693,29209,491,100,162,0
3/26/2021,3277,KOTA CIMAHI,3081,2860,86,23,13,0
3/26/2021,3202,KAB. SUKABUMI,3630,3348,53,6,0,0
3/26/2021,3203,KAB. CIANJUR,2163,1513,4,0,0,0
3/26/2021,3205,KAB. GARUT,7340,6399,159,18,2,0
3/26/2021,3206,KAB. TASIKMALAYA,1662,1432,47,0,0,0
3/26/2021,3208,KAB. KUNINGAN,3607,3307,15,17,51,0
3/26/2021,3211,KAB. SUMEDANG,1916,1634,34,0,0,0
3/26/2021,3213,KAB. SUBANG,2294,1543,11,0,160,0
3/26/2021,3214,KAB. PURWAKARTA,2841,2646,63,6,6,0
3/26/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
3/26/2021,3271,KOTA BOGOR,6779,6551,150,1,20,0
3/26/2021,3272,KOTA SUKABUMI,2584,2367,40,33,9,0
3/26/2021,3274,KOTA CIREBON,2594,2012,27,78,0,0
3/26/2021,3278,KOTA TASIKMALAYA,4306,3744,70,7,1,0
3/26/2021,3279,KOTA BANJAR,696,597,16,0,12,0
3/27/2021,0,BELUM TERIDENTIFIKASI,76627,67425,627,175,537,37
3/27/2021,3201,KAB. BOGOR,7428,6006,79,0,0,0
3/27/2021,3204,KAB. BANDUNG,7831,7487,45,29,0,1
3/27/2021,3207,KAB. CIAMIS,2482,2067,76,5,7,0
3/27/2021,3209,KAB. CIREBON,5444,4890,163,18,0,2
3/27/2021,3210,KAB. MAJALENGKA,1928,1680,42,18,21,1
3/27/2021,3212,KAB. INDRAMAYU,4427,3311,97,39,0,2
3/27/2021,3215,KAB. KARAWANG,12855,10537,296,46,4,10
3/27/2021,3216,KAB. BEKASI,12891,11359,44,0,54,0
3/27/2021,3217,KAB. BANDUNG BARAT,3824,3593,51,1,348,6
3/27/2021,3273,KOTA BANDUNG,12007,10825,88,40,0,3
3/27/2021,3275,KOTA BEKASI,19512,18833,212,18,7,0
3/27/2021,3276,KOTA DEPOK,32732,29225,515,39,16,24
3/27/2021,3277,KOTA CIMAHI,3091,2860,86,10,0,0
3/27/2021,3202,KAB. SUKABUMI,3630,3348,53,0,0,0
3/27/2021,3203,KAB. CIANJUR,2163,1513,4,0,0,0
3/27/2021,3205,KAB. GARUT,7340,6399,164,0,0,5
3/27/2021,3206,KAB. TASIKMALAYA,1662,1432,47,0,0,0
3/27/2021,3208,KAB. KUNINGAN,3622,3309,15,15,2,0
3/27/2021,3211,KAB. SUMEDANG,1916,1818,36,0,184,2
3/27/2021,3213,KAB. SUBANG,2294,1543,11,0,0,0
3/27/2021,3214,KAB. PURWAKARTA,2848,2646,64,7,0,1
3/27/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
3/27/2021,3271,KOTA BOGOR,6784,6553,150,5,2,0
3/27/2021,3272,KOTA SUKABUMI,2588,2367,40,4,0,0
3/27/2021,3274,KOTA CIREBON,2594,2012,27,0,0,0
3/27/2021,3278,KOTA TASIKMALAYA,4313,3744,78,7,0,8
3/27/2021,3279,KOTA BANJAR,696,597,16,0,0,0
3/28/2021,0,BELUM TERIDENTIFIKASI,76779,67721,628,152,296,1
3/28/2021,3201,KAB. BOGOR,7428,6053,79,0,47,0
3/28/2021,3204,KAB. BANDUNG,7844,7491,45,13,4,0
3/28/2021,3207,KAB. CIAMIS,2486,2068,76,4,1,0
3/28/2021,3209,KAB. CIREBON,5456,4896,163,12,6,0
3/28/2021,3210,KAB. MAJALENGKA,1948,1694,43,20,14,1
3/28/2021,3212,KAB. INDRAMAYU,4475,3326,97,48,15,0
3/28/2021,3215,KAB. KARAWANG,12905,10616,300,50,79,4
3/28/2021,3216,KAB. BEKASI,12891,11470,44,0,111,0
3/28/2021,3217,KAB. BANDUNG BARAT,3829,3736,51,5,143,0
3/28/2021,3273,KOTA BANDUNG,12071,10877,88,64,52,0
3/28/2021,3275,KOTA BEKASI,19514,18833,212,2,0,0
3/28/2021,3276,KOTA DEPOK,32813,29225,515,81,0,0
3/28/2021,3277,KOTA CIMAHI,3100,2860,86,9,0,0
3/28/2021,3202,KAB. SUKABUMI,3630,3348,53,0,0,0
3/28/2021,3203,KAB. CIANJUR,2163,1513,4,0,0,0
3/28/2021,3205,KAB. GARUT,7340,6400,164,0,1,0
3/28/2021,3206,KAB. TASIKMALAYA,1662,1433,47,0,1,0
3/28/2021,3208,KAB. KUNINGAN,3627,3309,15,5,0,0
3/28/2021,3211,KAB. SUMEDANG,1916,1878,37,0,60,1
3/28/2021,3213,KAB. SUBANG,2294,1543,11,0,0,0
3/28/2021,3214,KAB. PURWAKARTA,2855,2646,64,7,0,0
3/28/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
3/28/2021,3271,KOTA BOGOR,6787,6553,150,3,0,0
3/28/2021,3272,KOTA SUKABUMI,2590,2367,40,2,0,0
3/28/2021,3274,KOTA CIREBON,2638,2014,27,44,2,0
3/28/2021,3278,KOTA TASIKMALAYA,4326,3750,78,13,6,0
3/28/2021,3279,KOTA BANJAR,696,598,16,0,1,0
3/29/2021,0,BELUM TERIDENTIFIKASI,77113,68219,628,334,498,0
3/29/2021,3201,KAB. BOGOR,7642,6105,79,214,52,0
3/29/2021,3204,KAB. BANDUNG,7853,7492,45,9,1,0
3/29/2021,3207,KAB. CIAMIS,2503,2080,76,17,12,0
3/29/2021,3209,KAB. CIREBON,5504,4957,163,48,61,0
3/29/2021,3210,KAB. MAJALENGKA,1960,1705,43,12,11,0
3/29/2021,3212,KAB. INDRAMAYU,4509,3384,97,34,58,0
3/29/2021,3215,KAB. KARAWANG,12966,10684,306,61,68,6
3/29/2021,3216,KAB. BEKASI,12898,11506,44,7,36,0
3/29/2021,3217,KAB. BANDUNG BARAT,3829,3736,51,0,0,0
3/29/2021,3273,KOTA BANDUNG,12126,10877,88,55,0,0
3/29/2021,3275,KOTA BEKASI,19547,18861,212,33,28,0
3/29/2021,3276,KOTA DEPOK,33043,29404,515,230,179,0
3/29/2021,3277,KOTA CIMAHI,3100,2860,86,0,0,0
3/29/2021,3202,KAB. SUKABUMI,3630,3348,53,0,0,0
3/29/2021,3203,KAB. CIANJUR,2163,1657,4,0,144,0
3/29/2021,3205,KAB. GARUT,7452,6400,164,112,0,0
3/29/2021,3206,KAB. TASIKMALAYA,1662,1462,47,0,29,0
3/29/2021,3208,KAB. KUNINGAN,3642,3309,15,15,0,0
3/29/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
3/29/2021,3213,KAB. SUBANG,2635,1650,11,341,107,0
3/29/2021,3214,KAB. PURWAKARTA,2859,2649,64,4,3,0
3/29/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
3/29/2021,3271,KOTA BOGOR,6787,6562,150,0,9,0
3/29/2021,3272,KOTA SUKABUMI,2600,2367,40,10,0,0
3/29/2021,3274,KOTA CIREBON,2663,2081,27,25,67,0
3/29/2021,3278,KOTA TASIKMALAYA,4326,3750,78,0,0,0
3/29/2021,3279,KOTA BANJAR,745,605,16,49,7,0
3/30/2021,0,BELUM TERIDENTIFIKASI,77366,69261,628,253,1042,0
3/30/2021,3201,KAB. BOGOR,7642,6105,79,0,0,0
3/30/2021,3204,KAB. BANDUNG,7856,7492,45,3,0,0
3/30/2021,3207,KAB. CIAMIS,2504,2080,76,1,0,0
3/30/2021,3209,KAB. CIREBON,5525,4957,163,21,0,0
3/30/2021,3210,KAB. MAJALENGKA,2006,1705,43,46,0,0
3/30/2021,3212,KAB. INDRAMAYU,4534,3384,97,25,0,0
3/30/2021,3215,KAB. KARAWANG,13033,10684,314,67,0,8
3/30/2021,3216,KAB. BEKASI,12898,11506,44,0,0,0
3/30/2021,3217,KAB. BANDUNG BARAT,3829,3736,51,0,0,0
3/30/2021,3273,KOTA BANDUNG,12167,10877,88,41,0,0
3/30/2021,3275,KOTA BEKASI,19549,18861,212,2,0,0
3/30/2021,3276,KOTA DEPOK,33199,29404,515,156,0,0
3/30/2021,3277,KOTA CIMAHI,3100,2860,86,0,0,0
3/30/2021,3202,KAB. SUKABUMI,3656,3348,53,26,0,0
3/30/2021,3203,KAB. CIANJUR,2226,1657,4,63,0,0
3/30/2021,3205,KAB. GARUT,7485,6400,164,33,0,0
3/30/2021,3206,KAB. TASIKMALAYA,1662,1462,47,0,0,0
3/30/2021,3208,KAB. KUNINGAN,3650,3309,15,8,0,0
3/30/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
3/30/2021,3213,KAB. SUBANG,2709,1650,11,74,0,0
3/30/2021,3214,KAB. PURWAKARTA,2864,2649,64,5,0,0
3/30/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
3/30/2021,3271,KOTA BOGOR,6791,6562,150,4,0,0
3/30/2021,3272,KOTA SUKABUMI,2626,2367,40,26,0,0
3/30/2021,3274,KOTA CIREBON,2668,2081,27,5,0,0
3/30/2021,3278,KOTA TASIKMALAYA,4343,3750,78,17,0,0
3/30/2021,3279,KOTA BANJAR,780,605,16,35,0,0
3/31/2021,0,BELUM TERIDENTIFIKASI,77662,69868,631,296,607,3
3/31/2021,3201,KAB. BOGOR,7642,6105,79,0,0,0
3/31/2021,3204,KAB. BANDUNG,7880,7492,45,24,0,0
3/31/2021,3207,KAB. CIAMIS,2530,2081,76,26,1,0
3/31/2021,3209,KAB. CIREBON,5554,4958,163,29,1,0
3/31/2021,3210,KAB. MAJALENGKA,2015,1706,43,9,1,0
3/31/2021,3212,KAB. INDRAMAYU,4579,3385,97,45,1,0
3/31/2021,3215,KAB. KARAWANG,13096,10717,317,63,33,3
3/31/2021,3216,KAB. BEKASI,12898,11506,44,0,0,0
3/31/2021,3217,KAB. BANDUNG BARAT,3831,3736,51,2,0,0
3/31/2021,3273,KOTA BANDUNG,12220,10944,88,53,67,0
3/31/2021,3275,KOTA BEKASI,19572,18866,212,23,5,0
3/31/2021,3276,KOTA DEPOK,33299,29405,515,100,1,0
3/31/2021,3277,KOTA CIMAHI,3100,2860,86,0,0,0
3/31/2021,3202,KAB. SUKABUMI,3679,3348,53,23,0,0
3/31/2021,3203,KAB. CIANJUR,2226,1657,4,0,0,0
3/31/2021,3205,KAB. GARUT,7642,6400,164,157,0,0
3/31/2021,3206,KAB. TASIKMALAYA,1662,1463,47,0,1,0
3/31/2021,3208,KAB. KUNINGAN,3654,3309,15,4,0,0
3/31/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
3/31/2021,3213,KAB. SUBANG,2762,1650,11,53,0,0
3/31/2021,3214,KAB. PURWAKARTA,2870,2649,64,6,0,0
3/31/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
3/31/2021,3271,KOTA BOGOR,6796,6562,150,5,0,0
3/31/2021,3272,KOTA SUKABUMI,2642,2367,40,16,0,0
3/31/2021,3274,KOTA CIREBON,2686,2084,27,18,3,0
3/31/2021,3278,KOTA TASIKMALAYA,4364,3751,78,21,1,0
3/31/2021,3279,KOTA BANJAR,782,605,16,2,0,0
4/1/2021,0,BELUM TERIDENTIFIKASI,77933,70138,679,271,270,48
4/1/2021,3201,KAB. BOGOR,7748,6105,79,106,0,0
4/1/2021,3204,KAB. BANDUNG,7894,7522,45,14,30,0
4/1/2021,3207,KAB. CIAMIS,2589,2101,76,59,20,0
4/1/2021,3209,KAB. CIREBON,5574,4963,163,20,5,0
4/1/2021,3210,KAB. MAJALENGKA,2035,1720,44,20,14,1
4/1/2021,3212,KAB. INDRAMAYU,4662,3435,97,83,50,0
4/1/2021,3215,KAB. KARAWANG,13163,10823,336,67,106,19
4/1/2021,3216,KAB. BEKASI,12898,11599,44,0,93,0
4/1/2021,3217,KAB. BANDUNG BARAT,3836,3736,51,5,0,0
4/1/2021,3273,KOTA BANDUNG,12267,10944,89,47,0,1
4/1/2021,3275,KOTA BEKASI,19595,18894,212,23,28,0
4/1/2021,3276,KOTA DEPOK,33350,29642,518,51,237,3
4/1/2021,3277,KOTA CIMAHI,3100,2861,86,0,1,0
4/1/2021,3202,KAB. SUKABUMI,3679,3348,53,0,0,0
4/1/2021,3203,KAB. CIANJUR,2226,1798,5,0,141,1
4/1/2021,3205,KAB. GARUT,7669,6400,165,27,0,1
4/1/2021,3206,KAB. TASIKMALAYA,1662,1472,48,0,9,1
4/1/2021,3208,KAB. KUNINGAN,3659,3316,15,5,7,0
4/1/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
4/1/2021,3213,KAB. SUBANG,2778,1738,11,16,88,0
4/1/2021,3214,KAB. PURWAKARTA,2883,2657,64,13,8,0
4/1/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
4/1/2021,3271,KOTA BOGOR,6798,6566,150,2,4,0
4/1/2021,3272,KOTA SUKABUMI,2679,2379,40,37,12,0
4/1/2021,3274,KOTA CIREBON,2698,2110,27,12,26,0
4/1/2021,3278,KOTA TASIKMALAYA,4388,3754,78,24,3,0
4/1/2021,3279,KOTA BANJAR,784,610,16,2,5,0
4/2/2021,0,BELUM TERIDENTIFIKASI,78110,70269,684,177,131,5
4/2/2021,3201,KAB. BOGOR,7748,6105,79,0,0,0
4/2/2021,3204,KAB. BANDUNG,7898,7525,45,4,3,0
4/2/2021,3207,KAB. CIAMIS,2617,2104,76,28,3,0
4/2/2021,3209,KAB. CIREBON,5588,4984,163,14,21,0
4/2/2021,3210,KAB. MAJALENGKA,2054,1724,44,19,4,0
4/2/2021,3212,KAB. INDRAMAYU,4678,3436,97,16,1,0
4/2/2021,3215,KAB. KARAWANG,13219,10898,336,56,75,0
4/2/2021,3216,KAB. BEKASI,12898,11743,44,0,144,0
4/2/2021,3217,KAB. BANDUNG BARAT,3836,3736,51,0,0,0
4/2/2021,3273,KOTA BANDUNG,12330,11024,89,63,80,0
4/2/2021,3275,KOTA BEKASI,19595,18900,212,0,6,0
4/2/2021,3276,KOTA DEPOK,33461,29648,518,111,6,0
4/2/2021,3277,KOTA CIMAHI,3158,2861,86,58,0,0
4/2/2021,3202,KAB. SUKABUMI,3679,3348,53,0,0,0
4/2/2021,3203,KAB. CIANJUR,2272,1798,5,46,0,0
4/2/2021,3205,KAB. GARUT,7669,6400,165,0,0,0
4/2/2021,3206,KAB. TASIKMALAYA,1662,1477,48,0,5,0
4/2/2021,3208,KAB. KUNINGAN,3660,3318,15,1,2,0
4/2/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
4/2/2021,3213,KAB. SUBANG,2778,1738,11,0,0,0
4/2/2021,3214,KAB. PURWAKARTA,2887,2658,64,4,1,0
4/2/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
4/2/2021,3271,KOTA BOGOR,6800,6567,150,2,1,0
4/2/2021,3272,KOTA SUKABUMI,2683,2379,40,4,0,0
4/2/2021,3274,KOTA CIREBON,2703,2110,27,5,0,0
4/2/2021,3278,KOTA TASIKMALAYA,4403,3754,78,15,0,0
4/2/2021,3279,KOTA BANJAR,822,610,16,38,0,0
4/3/2021,0,BELUM TERIDENTIFIKASI,78191,70345,689,81,76,5
4/3/2021,3201,KAB. BOGOR,7748,6105,79,0,0,0
4/3/2021,3204,KAB. BANDUNG,7900,7530,45,2,5,0
4/3/2021,3207,KAB. CIAMIS,2646,2119,76,29,15,0
4/3/2021,3209,KAB. CIREBON,5615,5003,163,27,19,0
4/3/2021,3210,KAB. MAJALENGKA,2100,1730,44,46,6,0
4/3/2021,3212,KAB. INDRAMAYU,4699,3509,97,21,73,0
4/3/2021,3215,KAB. KARAWANG,13285,10960,336,66,62,0
4/3/2021,3216,KAB. BEKASI,12898,11757,44,0,14,0
4/3/2021,3217,KAB. BANDUNG BARAT,3836,3736,51,0,0,0
4/3/2021,3273,KOTA BANDUNG,12364,11024,89,34,0,0
4/3/2021,3275,KOTA BEKASI,19595,18900,212,0,0,0
4/3/2021,3276,KOTA DEPOK,33491,29739,518,30,91,0
4/3/2021,3277,KOTA CIMAHI,3158,2865,86,0,4,0
4/3/2021,3202,KAB. SUKABUMI,3679,3348,53,0,0,0
4/3/2021,3203,KAB. CIANJUR,2272,1798,5,0,0,0
4/3/2021,3205,KAB. GARUT,7669,6400,165,0,0,0
4/3/2021,3206,KAB. TASIKMALAYA,1662,1477,48,0,0,0
4/3/2021,3208,KAB. KUNINGAN,3665,3318,15,5,0,0
4/3/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
4/3/2021,3213,KAB. SUBANG,2778,1738,11,0,0,0
4/3/2021,3214,KAB. PURWAKARTA,2892,2666,64,5,8,0
4/3/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
4/3/2021,3271,KOTA BOGOR,6801,6568,150,1,1,0
4/3/2021,3272,KOTA SUKABUMI,2689,2384,40,6,5,0
4/3/2021,3274,KOTA CIREBON,2703,2110,27,0,0,0
4/3/2021,3278,KOTA TASIKMALAYA,4410,3760,78,7,6,0
4/3/2021,3279,KOTA BANJAR,822,614,16,0,4,0
4/4/2021,0,BELUM TERIDENTIFIKASI,78258,70538,692,67,193,3
4/4/2021,3201,KAB. BOGOR,7748,6105,79,0,0,0
4/4/2021,3204,KAB. BANDUNG,7900,7530,45,0,0,0
4/4/2021,3207,KAB. CIAMIS,2677,2119,76,31,0,0
4/4/2021,3209,KAB. CIREBON,5646,5003,163,31,0,0
4/4/2021,3210,KAB. MAJALENGKA,2115,1730,44,15,0,0
4/4/2021,3212,KAB. INDRAMAYU,4720,3509,97,21,0,0
4/4/2021,3215,KAB. KARAWANG,13350,10962,337,65,2,1
4/4/2021,3216,KAB. BEKASI,12898,11757,44,0,0,0
4/4/2021,3217,KAB. BANDUNG BARAT,3836,3736,51,0,0,0
4/4/2021,3273,KOTA BANDUNG,12406,11092,89,42,68,0
4/4/2021,3275,KOTA BEKASI,19595,18902,212,0,2,0
4/4/2021,3276,KOTA DEPOK,33533,29743,518,42,4,0
4/4/2021,3277,KOTA CIMAHI,3164,2865,86,6,0,0
4/4/2021,3202,KAB. SUKABUMI,3679,3348,53,0,0,0
4/4/2021,3203,KAB. CIANJUR,2272,1798,5,0,0,0
4/4/2021,3205,KAB. GARUT,7669,6400,165,0,0,0
4/4/2021,3206,KAB. TASIKMALAYA,1662,1477,48,0,0,0
4/4/2021,3208,KAB. KUNINGAN,3668,3318,15,3,0,0
4/4/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
4/4/2021,3213,KAB. SUBANG,2778,1738,11,0,0,0
4/4/2021,3214,KAB. PURWAKARTA,2895,2674,64,3,8,0
4/4/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
4/4/2021,3271,KOTA BOGOR,6803,6575,150,2,7,0
4/4/2021,3272,KOTA SUKABUMI,2693,2384,40,4,0,0
4/4/2021,3274,KOTA CIREBON,2703,2110,27,0,0,0
4/4/2021,3278,KOTA TASIKMALAYA,4416,3770,78,6,10,0
4/4/2021,3279,KOTA BANJAR,822,614,16,0,0,0
4/5/2021,0,BELUM TERIDENTIFIKASI,78577,70712,692,319,174,0
4/5/2021,3201,KAB. BOGOR,7928,6105,79,180,0,0
4/5/2021,3204,KAB. BANDUNG,7911,7548,45,11,18,0
4/5/2021,3207,KAB. CIAMIS,2686,2119,76,9,0,0
4/5/2021,3209,KAB. CIREBON,5668,5004,163,22,1,0
4/5/2021,3210,KAB. MAJALENGKA,2128,1733,44,13,3,0
4/5/2021,3212,KAB. INDRAMAYU,4766,3540,97,46,31,0
4/5/2021,3215,KAB. KARAWANG,13425,11023,340,75,61,3
4/5/2021,3216,KAB. BEKASI,12898,11865,44,0,108,0
4/5/2021,3217,KAB. BANDUNG BARAT,3844,3738,51,8,2,0
4/5/2021,3273,KOTA BANDUNG,12439,11105,89,33,13,0
4/5/2021,3275,KOTA BEKASI,19636,18916,212,41,14,0
4/5/2021,3276,KOTA DEPOK,33573,29875,518,40,132,0
4/5/2021,3277,KOTA CIMAHI,3164,2866,87,0,1,1
4/5/2021,3202,KAB. SUKABUMI,3679,3348,53,0,0,0
4/5/2021,3203,KAB. CIANJUR,2282,1874,5,10,76,0
4/5/2021,3205,KAB. GARUT,7703,6400,165,34,0,0
4/5/2021,3206,KAB. TASIKMALAYA,1662,1477,48,0,0,0
4/5/2021,3208,KAB. KUNINGAN,3669,3336,15,1,18,0
4/5/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
4/5/2021,3213,KAB. SUBANG,2810,1738,11,32,0,0
4/5/2021,3214,KAB. PURWAKARTA,2898,2674,64,3,0,0
4/5/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
4/5/2021,3271,KOTA BOGOR,6805,6575,150,2,0,0
4/5/2021,3272,KOTA SUKABUMI,2699,2385,40,6,1,0
4/5/2021,3274,KOTA CIREBON,2710,2135,27,7,25,0
4/5/2021,3278,KOTA TASIKMALAYA,4432,3770,78,16,0,0
4/5/2021,3279,KOTA BANJAR,824,628,17,2,14,1
4/6/2021,0,BELUM TERIDENTIFIKASI,78971,70840,717,394,128,25
4/6/2021,3201,KAB. BOGOR,8091,6218,79,163,113,0
4/6/2021,3204,KAB. BANDUNG,7917,7552,45,6,4,0
4/6/2021,3207,KAB. CIAMIS,2707,2123,76,21,4,0
4/6/2021,3209,KAB. CIREBON,5688,5006,164,20,2,1
4/6/2021,3210,KAB. MAJALENGKA,2130,1736,44,2,3,0
4/6/2021,3212,KAB. INDRAMAYU,4819,3552,116,53,12,19
4/6/2021,3215,KAB. KARAWANG,13498,11148,350,73,125,10
4/6/2021,3216,KAB. BEKASI,12898,11865,44,0,0,0
4/6/2021,3217,KAB. BANDUNG BARAT,3847,3738,52,3,0,1
4/6/2021,3273,KOTA BANDUNG,12478,11189,90,39,84,1
4/6/2021,3275,KOTA BEKASI,19657,18940,212,21,24,0
4/6/2021,3276,KOTA DEPOK,33682,29943,522,109,68,4
4/6/2021,3277,KOTA CIMAHI,3164,2866,88,0,0,1
4/6/2021,3202,KAB. SUKABUMI,3679,3348,53,0,0,0
4/6/2021,3203,KAB. CIANJUR,2282,1874,5,0,0,0
4/6/2021,3205,KAB. GARUT,7709,6401,165,6,1,0
4/6/2021,3206,KAB. TASIKMALAYA,1662,1478,50,0,1,2
4/6/2021,3208,KAB. KUNINGAN,3674,3349,15,5,13,0
4/6/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
4/6/2021,3213,KAB. SUBANG,2821,1738,11,11,0,0
4/6/2021,3214,KAB. PURWAKARTA,2908,2674,66,10,0,2
4/6/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
4/6/2021,3271,KOTA BOGOR,6807,6575,151,2,0,1
4/6/2021,3272,KOTA SUKABUMI,2713,2393,40,14,8,0
4/6/2021,3274,KOTA CIREBON,2711,2135,28,1,0,1
4/6/2021,3278,KOTA TASIKMALAYA,4441,3824,78,9,54,0
4/6/2021,3279,KOTA BANJAR,826,628,18,2,0,1
4/7/2021,0,BELUM TERIDENTIFIKASI,79223,71131,717,252,291,0
4/7/2021,3201,KAB. BOGOR,8091,6218,79,0,0,0
4/7/2021,3204,KAB. BANDUNG,7937,7562,45,20,10,0
4/7/2021,3207,KAB. CIAMIS,2723,2146,76,16,23,0
4/7/2021,3209,KAB. CIREBON,5713,5029,164,25,23,0
4/7/2021,3210,KAB. MAJALENGKA,2190,1749,44,60,13,0
4/7/2021,3212,KAB. INDRAMAYU,4852,3587,117,33,35,1
4/7/2021,3215,KAB. KARAWANG,13578,11219,350,80,71,0
4/7/2021,3216,KAB. BEKASI,12898,12004,44,0,139,0
4/7/2021,3217,KAB. BANDUNG BARAT,3854,3746,52,7,8,0
4/7/2021,3273,KOTA BANDUNG,12522,11189,90,44,0,0
4/7/2021,3275,KOTA BEKASI,19701,18962,212,44,22,0
4/7/2021,3276,KOTA DEPOK,33759,30006,522,77,63,0
4/7/2021,3277,KOTA CIMAHI,3164,2869,88,0,3,0
4/7/2021,3202,KAB. SUKABUMI,3679,3348,53,0,0,0
4/7/2021,3203,KAB. CIANJUR,2288,1874,5,6,0,0
4/7/2021,3205,KAB. GARUT,7765,6401,165,56,0,0
4/7/2021,3206,KAB. TASIKMALAYA,1662,1478,51,0,0,1
4/7/2021,3208,KAB. KUNINGAN,3676,3350,15,2,1,0
4/7/2021,3211,KAB. SUMEDANG,1916,1878,37,0,0,0
4/7/2021,3213,KAB. SUBANG,2846,1738,11,25,0,0
4/7/2021,3214,KAB. PURWAKARTA,2915,2680,66,7,6,0
4/7/2021,3218,KAB. PANGANDARAN,723,721,2,0,0,0
4/7/2021,3271,KOTA BOGOR,6812,6575,151,5,0,0
4/7/2021,3272,KOTA SUKABUMI,2719,2395,40,6,2,0
4/7/2021,3274,KOTA CIREBON,2717,2157,28,6,22,0
4/7/2021,3278,KOTA TASIKMALAYA,4449,3824,78,8,0,0
4/7/2021,3279,KOTA BANJAR,858,631,18,32,3,0
4/8/2021,0,BELUM TERIDENTIFIKASI,79369,71617,720,146,486,3
4/8/2021,3201,KAB. BOGOR,8091,6221,79,0,3,0
4/8/2021,3204,KAB. BANDUNG,7945,7571,45,8,9,0
4/8/2021,3207,KAB. CIAMIS,2761,2179,76,38,33,0
4/8/2021,3209,KAB. CIREBON,5777,5048,164,64,19,0
4/8/2021,3210,KAB. MAJALENGKA,2190,1771,44,0,22,0
4/8/2021,3212,KAB. INDRAMAYU,4898,3664,121,46,77,4
4/8/2021,3215,KAB. KARAWANG,13651,11309,352,73,90,2
4/8/2021,3216,KAB. BEKASI,12898,12097,44,0,93,0
4/8/2021,3217,KAB. BANDUNG BARAT,3859,3749,52,5,3,0
4/8/2021,3273,KOTA BANDUNG,12545,11312,91,23,123,1
4/8/2021,3275,KOTA BEKASI,19703,18970,212,2,8,0
4/8/2021,3276,KOTA DEPOK,33906,30068,525,147,62,3
4/8/2021,3277,KOTA CIMAHI,3164,2884,88,0,15,0
4/8/2021,3202,KAB. SUKABUMI,3691,3348,53,12,0,0
4/8/2021,3203,KAB. CIANJUR,2288,1874,5,0,0,0
4/8/2021,3205,KAB. GARUT,7791,6401,165,26,0,0
