tanggal,IDKAB2,nama_kab,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal
8/15/2020,3214,KAB. PURWAKARTA,51,29,1,0,0,0
8/15/2020,3218,KAB. PANGANDARAN,28,17,0,4,0,0
8/15/2020,3271,KOTA BOGOR,316,161,18,1,0,0
8/15/2020,3272,KOTA SUKABUMI,71,40,0,7,0,0
8/15/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/15/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/15/2020,3279,KOTA BANJAR,9,7,0,0,0,0
8/16/2020,0,BELUM TERIDENTIFIKASI,3529,1975,20,44,41,0
8/16/2020,3201,KAB. BOGOR,356,196,10,2,0,0
8/16/2020,3204,KAB. BANDUNG,163,100,6,0,0,1
8/16/2020,3207,KAB. CIAMIS,14,12,0,0,0,0
8/16/2020,3209,KAB. CIREBON,68,15,4,0,0,0
8/16/2020,3210,KAB. MAJALENGKA,36,6,1,0,0,0
8/16/2020,3212,KAB. INDRAMAYU,51,32,4,0,0,0
8/16/2020,3215,KAB. KARAWANG,149,41,0,0,0,0
8/16/2020,3216,KAB. BEKASI,459,184,30,1,0,0
8/16/2020,3217,KAB. BANDUNG BARAT,88,65,3,0,0,0
8/16/2020,3273,KOTA BANDUNG,560,314,42,0,0,0
8/16/2020,3275,KOTA BEKASI,858,372,36,6,0,0
8/16/2020,3276,KOTA DEPOK,1156,804,44,4,0,1
8/16/2020,3277,KOTA CIMAHI,134,94,2,0,0,0
8/16/2020,3202,KAB. SUKABUMI,86,32,1,0,0,0
8/16/2020,3203,KAB. CIANJUR,48,17,2,0,0,0
8/16/2020,3205,KAB. GARUT,54,19,3,0,0,0
8/16/2020,3206,KAB. TASIKMALAYA,28,5,1,0,0,0
8/16/2020,3208,KAB. KUNINGAN,72,25,2,0,0,0
8/16/2020,3211,KAB. SUMEDANG,50,13,1,0,0,0
8/16/2020,3213,KAB. SUBANG,82,50,3,0,0,0
8/16/2020,3214,KAB. PURWAKARTA,51,29,1,0,0,0
8/16/2020,3218,KAB. PANGANDARAN,28,17,0,0,0,0
8/16/2020,3271,KOTA BOGOR,342,161,18,26,0,0
8/16/2020,3272,KOTA SUKABUMI,71,40,0,0,0,0
8/16/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/16/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/16/2020,3279,KOTA BANJAR,9,7,0,0,0,0
8/17/2020,0,BELUM TERIDENTIFIKASI,3545,2020,21,16,45,1
8/17/2020,3201,KAB. BOGOR,357,196,10,1,0,0
8/17/2020,3204,KAB. BANDUNG,163,100,6,0,0,0
8/17/2020,3207,KAB. CIAMIS,14,12,0,0,0,0
8/17/2020,3209,KAB. CIREBON,68,15,4,0,0,0
8/17/2020,3210,KAB. MAJALENGKA,38,6,1,2,0,0
8/17/2020,3212,KAB. INDRAMAYU,51,32,4,0,0,0
8/17/2020,3215,KAB. KARAWANG,149,41,0,0,0,0
8/17/2020,3216,KAB. BEKASI,473,184,30,14,0,0
8/17/2020,3217,KAB. BANDUNG BARAT,88,65,3,0,0,0
8/17/2020,3273,KOTA BANDUNG,560,314,42,0,0,0
8/17/2020,3275,KOTA BEKASI,868,372,36,10,0,0
8/17/2020,3276,KOTA DEPOK,1157,804,44,1,0,0
8/17/2020,3277,KOTA CIMAHI,134,94,2,0,0,0
8/17/2020,3202,KAB. SUKABUMI,86,32,1,0,0,0
8/17/2020,3203,KAB. CIANJUR,48,17,2,0,0,0
8/17/2020,3205,KAB. GARUT,54,19,3,0,0,0
8/17/2020,3206,KAB. TASIKMALAYA,28,5,1,0,0,0
8/17/2020,3208,KAB. KUNINGAN,72,25,2,0,0,0
8/17/2020,3211,KAB. SUMEDANG,50,13,1,0,0,0
8/17/2020,3213,KAB. SUBANG,82,50,3,0,0,0
8/17/2020,3214,KAB. PURWAKARTA,51,29,1,0,0,0
8/17/2020,3218,KAB. PANGANDARAN,28,17,0,0,0,0
8/17/2020,3271,KOTA BOGOR,343,161,18,1,0,0
8/17/2020,3272,KOTA SUKABUMI,71,40,0,0,0,0
8/17/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/17/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/17/2020,3279,KOTA BANJAR,9,7,0,0,0,0
8/18/2020,0,BELUM TERIDENTIFIKASI,3567,2036,21,22,16,0
8/18/2020,3201,KAB. BOGOR,357,196,10,0,0,0
8/18/2020,3204,KAB. BANDUNG,163,100,6,0,0,0
8/18/2020,3207,KAB. CIAMIS,14,12,0,0,0,0
8/18/2020,3209,KAB. CIREBON,68,15,4,0,0,0
8/18/2020,3210,KAB. MAJALENGKA,38,6,1,0,0,0
8/18/2020,3212,KAB. INDRAMAYU,51,32,4,0,0,0
8/18/2020,3215,KAB. KARAWANG,155,41,0,6,0,0
8/18/2020,3216,KAB. BEKASI,473,184,30,0,0,0
8/18/2020,3217,KAB. BANDUNG BARAT,88,65,3,0,0,0
8/18/2020,3273,KOTA BANDUNG,572,314,42,12,0,0
8/18/2020,3275,KOTA BEKASI,872,372,36,4,0,0
8/18/2020,3276,KOTA DEPOK,1157,804,44,0,0,0
8/18/2020,3277,KOTA CIMAHI,134,94,2,0,0,0
8/18/2020,3202,KAB. SUKABUMI,86,32,1,0,0,0
8/18/2020,3203,KAB. CIANJUR,48,17,2,0,0,0
8/18/2020,3205,KAB. GARUT,54,19,3,0,0,0
8/18/2020,3206,KAB. TASIKMALAYA,28,5,1,0,0,0
8/18/2020,3208,KAB. KUNINGAN,72,25,2,0,0,0
8/18/2020,3211,KAB. SUMEDANG,50,13,1,0,0,0
8/18/2020,3213,KAB. SUBANG,82,50,3,0,0,0
8/18/2020,3214,KAB. PURWAKARTA,51,29,1,0,0,0
8/18/2020,3218,KAB. PANGANDARAN,28,17,0,0,0,0
8/18/2020,3271,KOTA BOGOR,343,161,18,0,0,0
8/18/2020,3272,KOTA SUKABUMI,72,40,0,1,0,0
8/18/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/18/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/18/2020,3279,KOTA BANJAR,9,7,0,0,0,0
8/19/2020,0,BELUM TERIDENTIFIKASI,3626,2080,23,59,44,2
8/19/2020,3201,KAB. BOGOR,358,198,10,1,2,0
8/19/2020,3204,KAB. BANDUNG,164,100,6,1,0,0
8/19/2020,3207,KAB. CIAMIS,14,12,0,0,0,0
8/19/2020,3209,KAB. CIREBON,68,15,4,0,0,0
8/19/2020,3210,KAB. MAJALENGKA,39,6,1,1,0,0
8/19/2020,3212,KAB. INDRAMAYU,51,32,4,0,0,0
8/19/2020,3215,KAB. KARAWANG,156,41,0,1,0,0
8/19/2020,3216,KAB. BEKASI,474,184,30,1,0,0
8/19/2020,3217,KAB. BANDUNG BARAT,88,65,3,0,0,0
8/19/2020,3273,KOTA BANDUNG,580,314,43,8,0,1
8/19/2020,3275,KOTA BEKASI,887,372,36,15,0,0
8/19/2020,3276,KOTA DEPOK,1158,806,45,1,2,1
8/19/2020,3277,KOTA CIMAHI,134,94,2,0,0,0
8/19/2020,3202,KAB. SUKABUMI,86,32,1,0,0,0
8/19/2020,3203,KAB. CIANJUR,48,17,2,0,0,0
8/19/2020,3205,KAB. GARUT,69,19,3,15,0,0
8/19/2020,3206,KAB. TASIKMALAYA,28,5,1,0,0,0
8/19/2020,3208,KAB. KUNINGAN,72,25,2,0,0,0
8/19/2020,3211,KAB. SUMEDANG,50,13,1,0,0,0
8/19/2020,3213,KAB. SUBANG,82,50,3,0,0,0
8/19/2020,3214,KAB. PURWAKARTA,51,29,1,0,0,0
8/19/2020,3218,KAB. PANGANDARAN,28,17,0,0,0,0
8/19/2020,3271,KOTA BOGOR,344,161,18,1,0,0
8/19/2020,3272,KOTA SUKABUMI,72,40,0,0,0,0
8/19/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/19/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/19/2020,3279,KOTA BANJAR,9,7,0,0,0,0
8/20/2020,0,BELUM TERIDENTIFIKASI,3761,2140,24,135,60,1
8/20/2020,3201,KAB. BOGOR,363,198,10,5,0,0
8/20/2020,3204,KAB. BANDUNG,164,101,6,0,1,0
8/20/2020,3207,KAB. CIAMIS,14,12,0,0,0,0
8/20/2020,3209,KAB. CIREBON,68,15,4,0,0,0
8/20/2020,3210,KAB. MAJALENGKA,39,6,1,0,0,0
8/20/2020,3212,KAB. INDRAMAYU,51,32,4,0,0,0
8/20/2020,3215,KAB. KARAWANG,157,41,0,1,0,0
8/20/2020,3216,KAB. BEKASI,474,184,30,0,0,0
8/20/2020,3217,KAB. BANDUNG BARAT,88,65,3,0,0,0
8/20/2020,3273,KOTA BANDUNG,588,317,43,8,3,0
8/20/2020,3275,KOTA BEKASI,897,372,37,10,0,1
8/20/2020,3276,KOTA DEPOK,1159,810,45,1,4,0
8/20/2020,3277,KOTA CIMAHI,135,94,2,1,0,0
8/20/2020,3202,KAB. SUKABUMI,88,33,1,2,1,0
8/20/2020,3203,KAB. CIANJUR,48,17,2,0,0,0
8/20/2020,3205,KAB. GARUT,69,19,3,0,0,0
8/20/2020,3206,KAB. TASIKMALAYA,28,5,1,0,0,0
8/20/2020,3208,KAB. KUNINGAN,73,25,2,1,0,0
8/20/2020,3211,KAB. SUMEDANG,52,13,1,2,0,0
8/20/2020,3213,KAB. SUBANG,82,50,3,0,0,0
8/20/2020,3214,KAB. PURWAKARTA,51,29,1,0,0,0
8/20/2020,3218,KAB. PANGANDARAN,34,17,0,6,0,0
8/20/2020,3271,KOTA BOGOR,367,162,18,23,1,0
8/20/2020,3272,KOTA SUKABUMI,76,40,0,4,0,0
8/20/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/20/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/20/2020,3279,KOTA BANJAR,9,8,0,0,1,0
8/21/2020,0,BELUM TERIDENTIFIKASI,3802,2209,25,41,69,1
8/21/2020,3201,KAB. BOGOR,363,200,11,0,2,1
8/21/2020,3204,KAB. BANDUNG,164,105,6,0,4,0
8/21/2020,3207,KAB. CIAMIS,16,12,0,2,0,0
8/21/2020,3209,KAB. CIREBON,68,16,4,0,1,0
8/21/2020,3210,KAB. MAJALENGKA,43,6,1,4,0,0
8/21/2020,3212,KAB. INDRAMAYU,51,32,4,0,0,0
8/21/2020,3215,KAB. KARAWANG,167,50,2,10,9,2
8/21/2020,3216,KAB. BEKASI,496,188,31,22,4,1
8/21/2020,3217,KAB. BANDUNG BARAT,88,65,3,0,0,0
8/21/2020,3273,KOTA BANDUNG,589,321,43,1,4,0
8/21/2020,3275,KOTA BEKASI,904,375,37,7,3,0
8/21/2020,3276,KOTA DEPOK,1161,817,46,2,7,1
8/21/2020,3277,KOTA CIMAHI,135,94,2,0,0,0
8/21/2020,3202,KAB. SUKABUMI,88,37,1,0,4,0
8/21/2020,3203,KAB. CIANJUR,48,21,2,0,4,0
8/21/2020,3205,KAB. GARUT,69,19,3,0,0,0
8/21/2020,3206,KAB. TASIKMALAYA,28,5,1,0,0,0
8/21/2020,3208,KAB. KUNINGAN,73,32,2,0,7,0
8/21/2020,3211,KAB. SUMEDANG,52,14,1,0,1,0
8/21/2020,3213,KAB. SUBANG,82,50,3,0,0,0
8/21/2020,3214,KAB. PURWAKARTA,51,30,1,0,1,0
8/21/2020,3218,KAB. PANGANDARAN,34,17,0,0,0,0
8/21/2020,3271,KOTA BOGOR,371,162,20,4,0,2
8/21/2020,3272,KOTA SUKABUMI,76,41,0,0,1,0
8/21/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/21/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/21/2020,3279,KOTA BANJAR,9,9,0,0,1,0
8/22/2020,0,BELUM TERIDENTIFIKASI,3867,2244,25,65,35,0
8/22/2020,3201,KAB. BOGOR,363,217,11,0,17,0
8/22/2020,3204,KAB. BANDUNG,189,108,6,25,3,0
8/22/2020,3207,KAB. CIAMIS,16,12,0,0,0,0
8/22/2020,3209,KAB. CIREBON,68,17,4,0,1,0
8/22/2020,3210,KAB. MAJALENGKA,43,7,1,0,1,0
8/22/2020,3212,KAB. INDRAMAYU,51,32,4,0,0,0
8/22/2020,3215,KAB. KARAWANG,170,52,4,3,2,2
8/22/2020,3216,KAB. BEKASI,510,212,34,14,24,3
8/22/2020,3217,KAB. BANDUNG BARAT,88,65,3,0,0,0
8/22/2020,3273,KOTA BANDUNG,589,324,43,0,3,0
8/22/2020,3275,KOTA BEKASI,916,411,37,12,36,0
8/22/2020,3276,KOTA DEPOK,1161,861,46,0,44,0
8/22/2020,3277,KOTA CIMAHI,135,94,2,0,0,0
8/22/2020,3202,KAB. SUKABUMI,89,40,2,1,3,1
8/22/2020,3203,KAB. CIANJUR,48,23,2,0,2,0
8/22/2020,3205,KAB. GARUT,69,20,3,0,1,0
8/22/2020,3206,KAB. TASIKMALAYA,28,6,1,0,1,0
8/22/2020,3208,KAB. KUNINGAN,82,32,2,9,0,0
8/22/2020,3211,KAB. SUMEDANG,52,14,1,0,0,0
8/22/2020,3213,KAB. SUBANG,82,51,3,0,1,0
8/22/2020,3214,KAB. PURWAKARTA,51,32,1,0,2,0
8/22/2020,3218,KAB. PANGANDARAN,35,20,0,1,3,0
8/22/2020,3271,KOTA BOGOR,375,164,20,4,2,0
8/22/2020,3272,KOTA SUKABUMI,76,41,0,0,0,0
8/22/2020,3274,KOTA CIREBON,29,23,2,0,0,0
8/22/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/22/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/23/2020,0,BELUM TERIDENTIFIKASI,3906,2384,26,39,140,1
8/23/2020,3201,KAB. BOGOR,363,245,11,0,28,0
8/23/2020,3204,KAB. BANDUNG,189,123,6,0,15,0
8/23/2020,3207,KAB. CIAMIS,16,13,0,0,1,0
8/23/2020,3209,KAB. CIREBON,68,32,4,0,15,0
8/23/2020,3210,KAB. MAJALENGKA,43,7,1,0,0,0
8/23/2020,3212,KAB. INDRAMAYU,51,36,4,0,4,0
8/23/2020,3215,KAB. KARAWANG,170,68,4,0,16,0
8/23/2020,3216,KAB. BEKASI,523,242,34,13,30,0
8/23/2020,3217,KAB. BANDUNG BARAT,88,74,3,0,9,0
8/23/2020,3273,KOTA BANDUNG,589,362,43,0,38,0
8/23/2020,3275,KOTA BEKASI,921,465,37,5,54,0
8/23/2020,3276,KOTA DEPOK,1164,932,46,3,71,0
8/23/2020,3277,KOTA CIMAHI,135,98,2,0,4,0
8/23/2020,3202,KAB. SUKABUMI,90,47,2,1,7,0
8/23/2020,3203,KAB. CIANJUR,48,31,2,0,8,0
8/23/2020,3205,KAB. GARUT,69,24,3,0,4,0
8/23/2020,3206,KAB. TASIKMALAYA,28,11,1,0,5,0
8/23/2020,3208,KAB. KUNINGAN,82,47,2,0,15,0
8/23/2020,3211,KAB. SUMEDANG,52,18,1,0,4,0
8/23/2020,3213,KAB. SUBANG,82,58,3,0,7,0
8/23/2020,3214,KAB. PURWAKARTA,51,39,1,0,7,0
8/23/2020,3218,KAB. PANGANDARAN,35,21,0,0,1,0
8/23/2020,3271,KOTA BOGOR,379,193,20,4,29,0
8/23/2020,3272,KOTA SUKABUMI,79,45,0,3,4,0
8/23/2020,3274,KOTA CIREBON,29,24,2,0,1,0
8/23/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/23/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/24/2020,0,BELUM TERIDENTIFIKASI,4024,2421,26,118,37,0
8/24/2020,3201,KAB. BOGOR,364,265,11,1,20,0
8/24/2020,3204,KAB. BANDUNG,189,130,6,0,7,0
8/24/2020,3207,KAB. CIAMIS,16,13,0,0,0,0
8/24/2020,3209,KAB. CIREBON,68,32,4,0,0,0
8/24/2020,3210,KAB. MAJALENGKA,43,11,1,0,4,0
8/24/2020,3212,KAB. INDRAMAYU,51,46,4,0,10,0
8/24/2020,3215,KAB. KARAWANG,179,78,4,9,10,0
8/24/2020,3216,KAB. BEKASI,524,265,34,1,23,0
8/24/2020,3217,KAB. BANDUNG BARAT,88,76,3,0,2,0
8/24/2020,3273,KOTA BANDUNG,589,383,43,0,21,0
8/24/2020,3275,KOTA BEKASI,926,495,39,5,30,2
8/24/2020,3276,KOTA DEPOK,1164,948,46,0,16,0
8/24/2020,3277,KOTA CIMAHI,135,103,2,0,5,0
8/24/2020,3202,KAB. SUKABUMI,90,49,2,0,2,0
8/24/2020,3203,KAB. CIANJUR,48,32,2,0,1,0
8/24/2020,3205,KAB. GARUT,69,28,3,0,4,0
8/24/2020,3206,KAB. TASIKMALAYA,28,12,1,0,1,0
8/24/2020,3208,KAB. KUNINGAN,82,47,2,0,0,0
8/24/2020,3211,KAB. SUMEDANG,52,18,1,0,0,0
8/24/2020,3213,KAB. SUBANG,82,60,3,0,2,0
8/24/2020,3214,KAB. PURWAKARTA,51,46,1,0,7,0
8/24/2020,3218,KAB. PANGANDARAN,35,21,0,0,0,0
8/24/2020,3271,KOTA BOGOR,382,198,20,3,5,0
8/24/2020,3272,KOTA SUKABUMI,79,45,0,0,0,0
8/24/2020,3274,KOTA CIREBON,29,25,2,0,1,0
8/24/2020,3278,KOTA TASIKMALAYA,24,21,2,0,0,0
8/24/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/25/2020,0,BELUM TERIDENTIFIKASI,4199,2423,26,175,2,0
8/25/2020,3201,KAB. BOGOR,366,265,11,2,0,0
8/25/2020,3204,KAB. BANDUNG,189,131,6,0,1,0
8/25/2020,3207,KAB. CIAMIS,16,13,0,0,0,0
8/25/2020,3209,KAB. CIREBON,68,32,4,0,0,0
8/25/2020,3210,KAB. MAJALENGKA,43,11,1,0,0,0
8/25/2020,3212,KAB. INDRAMAYU,51,46,4,0,0,0
8/25/2020,3215,KAB. KARAWANG,192,78,4,13,0,0
8/25/2020,3216,KAB. BEKASI,524,265,34,0,0,0
8/25/2020,3217,KAB. BANDUNG BARAT,88,77,3,0,1,0
8/25/2020,3273,KOTA BANDUNG,591,383,43,2,0,0
8/25/2020,3275,KOTA BEKASI,959,495,39,33,0,0
8/25/2020,3276,KOTA DEPOK,1166,948,46,2,0,0
8/25/2020,3277,KOTA CIMAHI,137,103,2,2,0,0
8/25/2020,3202,KAB. SUKABUMI,90,49,2,0,0,0
8/25/2020,3203,KAB. CIANJUR,48,32,2,0,0,0
8/25/2020,3205,KAB. GARUT,70,28,3,1,0,0
8/25/2020,3206,KAB. TASIKMALAYA,28,12,1,0,0,0
8/25/2020,3208,KAB. KUNINGAN,83,47,2,1,0,0
8/25/2020,3211,KAB. SUMEDANG,54,19,1,2,1,0
8/25/2020,3213,KAB. SUBANG,82,60,3,0,0,0
8/25/2020,3214,KAB. PURWAKARTA,51,46,1,0,0,0
8/25/2020,3218,KAB. PANGANDARAN,35,21,0,0,0,0
8/25/2020,3271,KOTA BOGOR,397,198,21,15,0,1
8/25/2020,3272,KOTA SUKABUMI,79,45,0,0,0,0
8/25/2020,3274,KOTA CIREBON,29,25,2,0,0,0
8/25/2020,3278,KOTA TASIKMALAYA,26,21,2,2,0,0
8/25/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/26/2020,0,BELUM TERIDENTIFIKASI,4311,2437,26,112,14,0
8/26/2020,3201,KAB. BOGOR,368,266,11,2,1,0
8/26/2020,3204,KAB. BANDUNG,189,134,6,0,3,0
8/26/2020,3207,KAB. CIAMIS,20,13,0,4,0,0
8/26/2020,3209,KAB. CIREBON,68,32,4,0,0,0
8/26/2020,3210,KAB. MAJALENGKA,43,11,1,0,0,0
8/26/2020,3212,KAB. INDRAMAYU,51,46,4,0,0,0
8/26/2020,3215,KAB. KARAWANG,203,78,4,11,0,0
8/26/2020,3216,KAB. BEKASI,529,266,34,5,1,0
8/26/2020,3217,KAB. BANDUNG BARAT,88,77,3,0,0,0
8/26/2020,3273,KOTA BANDUNG,597,386,43,6,3,0
8/26/2020,3275,KOTA BEKASI,967,498,39,8,3,0
8/26/2020,3276,KOTA DEPOK,1171,948,46,5,0,0
8/26/2020,3277,KOTA CIMAHI,139,103,2,2,0,0
8/26/2020,3202,KAB. SUKABUMI,92,49,2,2,0,0
8/26/2020,3203,KAB. CIANJUR,48,33,2,0,1,0
8/26/2020,3205,KAB. GARUT,70,28,3,0,0,0
8/26/2020,3206,KAB. TASIKMALAYA,28,12,1,0,0,0
8/26/2020,3208,KAB. KUNINGAN,84,47,2,1,0,0
8/26/2020,3211,KAB. SUMEDANG,54,21,1,0,2,0
8/26/2020,3213,KAB. SUBANG,82,61,3,0,1,0
8/26/2020,3214,KAB. PURWAKARTA,55,46,1,4,0,0
8/26/2020,3218,KAB. PANGANDARAN,35,21,0,0,0,0
8/26/2020,3271,KOTA BOGOR,411,198,21,14,0,0
8/26/2020,3272,KOTA SUKABUMI,79,45,0,0,0,0
8/26/2020,3274,KOTA CIREBON,29,26,2,0,1,0
8/26/2020,3278,KOTA TASIKMALAYA,28,21,2,2,0,0
8/26/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/27/2020,0,BELUM TERIDENTIFIKASI,4387,2448,26,76,11,0
8/27/2020,3201,KAB. BOGOR,369,291,11,1,25,0
8/27/2020,3204,KAB. BANDUNG,189,134,6,0,0,0
8/27/2020,3207,KAB. CIAMIS,21,13,0,1,0,0
8/27/2020,3209,KAB. CIREBON,68,33,4,0,1,0
8/27/2020,3210,KAB. MAJALENGKA,43,11,1,0,0,0
8/27/2020,3212,KAB. INDRAMAYU,51,46,4,0,0,0
8/27/2020,3215,KAB. KARAWANG,203,78,4,0,0,0
8/27/2020,3216,KAB. BEKASI,542,268,34,13,2,0
8/27/2020,3217,KAB. BANDUNG BARAT,88,77,3,0,0,0
8/27/2020,3273,KOTA BANDUNG,605,391,43,8,5,0
8/27/2020,3275,KOTA BEKASI,984,509,39,17,11,0
8/27/2020,3276,KOTA DEPOK,1172,958,46,1,10,0
8/27/2020,3277,KOTA CIMAHI,139,103,2,0,0,0
8/27/2020,3202,KAB. SUKABUMI,92,68,2,0,19,0
8/27/2020,3203,KAB. CIANJUR,48,33,2,0,0,0
8/27/2020,3205,KAB. GARUT,71,28,3,1,0,0
8/27/2020,3206,KAB. TASIKMALAYA,28,12,1,0,0,0
8/27/2020,3208,KAB. KUNINGAN,106,47,2,22,0,0
8/27/2020,3211,KAB. SUMEDANG,54,21,1,0,0,0
8/27/2020,3213,KAB. SUBANG,82,61,3,0,0,0
8/27/2020,3214,KAB. PURWAKARTA,55,46,1,0,0,0
8/27/2020,3218,KAB. PANGANDARAN,35,21,0,0,0,0
8/27/2020,3271,KOTA BOGOR,425,200,21,14,2,0
8/27/2020,3272,KOTA SUKABUMI,79,45,0,0,0,0
8/27/2020,3274,KOTA CIREBON,29,26,2,0,0,0
8/27/2020,3278,KOTA TASIKMALAYA,28,21,2,0,0,0
8/27/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/28/2020,0,BELUM TERIDENTIFIKASI,4797,2451,26,410,3,0
8/28/2020,3201,KAB. BOGOR,370,297,11,1,6,0
8/28/2020,3204,KAB. BANDUNG,192,135,6,3,1,0
8/28/2020,3207,KAB. CIAMIS,21,13,0,0,0,0
8/28/2020,3209,KAB. CIREBON,68,33,4,0,0,0
8/28/2020,3210,KAB. MAJALENGKA,55,11,1,12,0,0
8/28/2020,3212,KAB. INDRAMAYU,51,46,4,0,0,0
8/28/2020,3215,KAB. KARAWANG,225,83,4,22,5,0
8/28/2020,3216,KAB. BEKASI,542,276,35,0,8,1
8/28/2020,3217,KAB. BANDUNG BARAT,88,77,3,0,0,0
8/28/2020,3273,KOTA BANDUNG,615,403,43,10,12,0
8/28/2020,3275,KOTA BEKASI,1009,519,39,25,10,0
8/28/2020,3276,KOTA DEPOK,1175,970,47,3,12,1
8/28/2020,3277,KOTA CIMAHI,164,104,2,25,1,0
8/28/2020,3202,KAB. SUKABUMI,93,70,2,1,2,0
8/28/2020,3203,KAB. CIANJUR,48,33,2,0,0,0
8/28/2020,3205,KAB. GARUT,71,28,3,0,0,0
8/28/2020,3206,KAB. TASIKMALAYA,28,13,1,0,1,0
8/28/2020,3208,KAB. KUNINGAN,106,47,2,0,0,0
8/28/2020,3211,KAB. SUMEDANG,61,21,1,7,0,0
8/28/2020,3213,KAB. SUBANG,82,61,3,0,0,0
8/28/2020,3214,KAB. PURWAKARTA,56,46,1,1,0,0
8/28/2020,3218,KAB. PANGANDARAN,35,21,0,0,0,0
8/28/2020,3271,KOTA BOGOR,431,206,21,6,6,0
8/28/2020,3272,KOTA SUKABUMI,79,45,0,0,0,0
8/28/2020,3274,KOTA CIREBON,29,26,2,0,0,0
8/28/2020,3278,KOTA TASIKMALAYA,28,21,2,0,0,0
8/28/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/29/2020,0,BELUM TERIDENTIFIKASI,4983,2451,26,186,0,0
8/29/2020,3201,KAB. BOGOR,379,297,11,9,0,0
8/29/2020,3204,KAB. BANDUNG,192,135,6,0,0,0
8/29/2020,3207,KAB. CIAMIS,22,13,0,1,0,0
8/29/2020,3209,KAB. CIREBON,68,33,4,0,0,0
8/29/2020,3210,KAB. MAJALENGKA,64,11,1,9,0,0
8/29/2020,3212,KAB. INDRAMAYU,51,46,4,0,0,0
8/29/2020,3215,KAB. KARAWANG,225,91,4,0,8,0
8/29/2020,3216,KAB. BEKASI,542,276,35,0,0,0
8/29/2020,3217,KAB. BANDUNG BARAT,88,77,3,0,0,0
8/29/2020,3273,KOTA BANDUNG,622,403,43,7,0,0
8/29/2020,3275,KOTA BEKASI,1045,519,39,36,0,0
8/29/2020,3276,KOTA DEPOK,1175,970,47,0,0,0
8/29/2020,3277,KOTA CIMAHI,165,104,2,1,0,0
8/29/2020,3202,KAB. SUKABUMI,96,70,2,3,0,0
8/29/2020,3203,KAB. CIANJUR,48,33,2,0,0,0
8/29/2020,3205,KAB. GARUT,71,28,3,0,0,0
8/29/2020,3206,KAB. TASIKMALAYA,28,13,1,0,0,0
8/29/2020,3208,KAB. KUNINGAN,106,47,2,0,0,0
8/29/2020,3211,KAB. SUMEDANG,61,21,1,0,0,0
8/29/2020,3213,KAB. SUBANG,82,61,3,0,0,0
8/29/2020,3214,KAB. PURWAKARTA,59,46,1,3,0,0
8/29/2020,3218,KAB. PANGANDARAN,41,21,0,6,0,0
8/29/2020,3271,KOTA BOGOR,453,206,21,22,0,0
8/29/2020,3272,KOTA SUKABUMI,81,45,0,2,0,0
8/29/2020,3274,KOTA CIREBON,29,26,2,0,0,0
8/29/2020,3278,KOTA TASIKMALAYA,30,21,2,2,0,0
8/29/2020,3279,KOTA BANJAR,9,9,0,0,0,0
8/30/2020,0,BELUM TERIDENTIFIKASI,5038,2460,26,55,9,0
8/30/2020,3201,KAB. BOGOR,379,297,11,0,0,0
8/30/2020,3204,KAB. BANDUNG,192,139,6,0,4,0
8/30/2020,3207,KAB. CIAMIS,22,13,0,0,0,0
8/30/2020,3209,KAB. CIREBON,68,33,4,0,0,0
8/30/2020,3210,KAB. MAJALENGKA,64,11,1,0,0,0
8/30/2020,3212,KAB. INDRAMAYU,51,46,4,0,0,0
8/30/2020,3215,KAB. KARAWANG,246,93,4,21,2,0
8/30/2020,3216,KAB. BEKASI,542,276,35,0,0,0
8/30/2020,3217,KAB. BANDUNG BARAT,88,77,3,0,0,0
8/30/2020,3273,KOTA BANDUNG,624,405,43,2,2,0
8/30/2020,3275,KOTA BEKASI,1053,519,39,8,0,0
8/30/2020,3276,KOTA DEPOK,1180,973,47,5,3,0
